# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec 19 03:41:26 2023
#
# User ID:         asafka7a
#
# User preference: third*
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and pl_orbperstr not null
# CONSTRAINT:  and pl_orbsmaxstr not null
# CONSTRAINT:  and pl_radjstr not null
# CONSTRAINT:  and pl_bmassjstr not null
# CONSTRAINT:  and pl_densstr not null
# CONSTRAINT:  and st_radstr not null
# CONSTRAINT:  and st_massstr not null
# CONSTRAINT:  and st_agestr not null
# CONSTRAINT:  and sy_diststr not null)
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,sy_dist,sy_disterr1,sy_disterr2
Kepler-1064 b,0,16.54080322,0.00004111,-0.00004111,0,0.118300,,,0,0.138,0.006,-0.004,0,0.00951,,,0,M-R relationship,4.460000,,,0,0.000000,,,0,,0.79,0.02,-0.02,0,0.85,0.03,-0.03,0,3.890,2.960,-1.910,0,374.0000000,11.5140000,-11.4750000
Kepler-1065 b,0,3.60930891,0.00000510,-0.00000510,0,0.045500,,,0,0.333,0.057,-0.032,0,0.04220,,,0,M-R relationship,1.420000,,,0,0.000000,,,0,,0.93,0.16,-0.09,0,0.94,0.07,-0.06,0,4.470,4.820,-2.760,0,1122.4800000,46.5600000,-43.0500000
Kepler-1065 c,0,2.37030743,0.00001691,-0.00001691,0,0.034400,,,0,0.143,0.021,-0.015,0,0.01000,,,0,M-R relationship,4.280000,,,0,0.000000,,,0,,0.93,0.16,-0.09,0,0.94,0.07,-0.06,0,4.470,4.820,-2.760,0,1122.4800000,46.5600000,-43.0500000
Kepler-1066 b,0,1.93155984,0.00000157,-0.00000157,0,0.029900,,,0,0.211,0.045,-0.029,0,0.01940,,,0,M-R relationship,2.580000,,,0,0.000000,,,0,,0.98,0.20,-0.11,0,0.98,0.11,-0.07,0,3.800,4.000,-2.110,0,344.2510000,2.5360000,-2.4990000
Kepler-1067 b,0,0.76212926,0.00000273,-0.00000273,0,0.016200,,,0,0.071,0.011,-0.005,0,0.00137,,,0,M-R relationship,4.690000,,,0,0.000000,,,0,,0.93,0.16,-0.06,0,0.95,0.04,-0.05,0,4.790,5.350,-3.040,0,667.6930000,8.3250000,-8.1260000
Kepler-1067 c,0,5.42583990,,,0,0.060100,,,0,0.156,,,0,0.01160,,,0,M-R relationship,3.810000,,,0,0.000000,,,0,,0.93,0.13,-0.05,0,0.98,0.05,-0.07,0,0.500,3.800,-3.800,0,667.6930000,8.3250000,-8.1260000
Kepler-1068 b,0,16.92344113,0.00005446,-0.00005446,0,0.130900,,,0,0.324,0.079,-0.033,0,0.04030,,,0,M-R relationship,1.470000,,,0,0.000000,,,0,,1.01,0.25,-0.10,0,1.01,0.07,-0.07,0,4.170,3.400,-2.410,0,1473.6100000,74.3900000,-67.6900000
Kepler-1069 b,0,23.89902960,0.00014970,-0.00014970,0,0.168500,,,0,0.143,0.028,-0.012,0,0.01000,,,0,M-R relationship,4.280000,,,0,0.000000,,,0,,0.98,0.17,-0.08,0,0.99,0.05,-0.05,0,4.370,3.930,-2.550,0,695.9670000,6.4340000,-6.3190000
Kepler-107 b,0,3.18002180,0.00000290,-0.00000290,0,0.045440,0.000360,-0.000360,0,0.137,0.002,-0.002,0,0.01196,0.00566,-0.00535,0,Mass,5.800000,2.700000,-2.600000,0,0.100000,,,1,,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.290,0.700,-0.560,0,525.9970000,5.6970000,-5.5770000
Kepler-107 c,0,4.90145200,0.00000000,0.00000000,0,0.060640,0.000480,-0.000480,0,0.142,0.002,-0.002,0,0.03146,0.00629,-0.00629,0,Mass,13.500000,2.900000,-2.800000,0,0.080000,,,1,,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.290,0.700,-0.560,0,525.9970000,5.6970000,-5.5770000
Kepler-107 d,0,7.95839000,0.00012000,-0.00012000,0,0.083770,0.000650,-0.000650,0,0.077,0.005,-0.005,0,0.02423,,,1,Mass,67.000000,,,1,0.110000,,,1,,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.290,0.700,-0.560,0,525.9970000,5.6970000,-5.5770000
Kepler-107 e,0,14.74914300,0.00001900,-0.00001900,0,0.126380,0.000990,-0.000990,0,0.259,0.003,-0.003,0,0.04436,0.01038,-0.01038,0,Mass,3.180000,0.750000,-0.740000,0,0.100000,,,1,,1.45,0.01,-0.01,0,1.24,0.03,-0.03,0,4.290,0.700,-0.560,0,525.9970000,5.6970000,-5.5770000
Kepler-1070 b,0,6.22161470,0.00001944,-0.00001944,0,0.069300,,,0,0.154,0.072,-0.022,0,0.01150,,,0,M-R relationship,3.860000,,,0,0.000000,,,0,,1.32,0.61,-0.19,0,1.21,0.20,-0.10,0,2.750,0.860,-1.020,0,939.0010000,11.6915000,-11.6915000
Kepler-1071 b,0,6.17998440,0.00001367,-0.00001367,0,0.061500,,,0,0.212,0.006,-0.012,0,0.01970,,,0,M-R relationship,2.550000,,,0,0.000000,,,0,,0.81,0.03,-0.03,0,0.86,0.03,-0.04,0,4.270,3.620,-2.340,0,1042.2700000,46.8370000,-46.8370000
Kepler-1072 b,0,1.56906650,0.00000290,-0.00000290,0,0.026900,,,0,0.141,0.064,-0.021,0,0.00982,,,0,M-R relationship,4.350000,,,0,0.000000,,,0,,1.32,0.60,-0.20,0,1.20,0.19,-0.09,0,2.880,0.874,-1.090,0,982.7160000,14.8705000,-14.8705000
Kepler-1073 b,0,8.67888593,0.00002409,-0.00002409,0,0.080500,,,0,0.205,0.044,-0.022,0,0.01860,,,0,M-R relationship,2.660000,,,0,0.000000,,,0,,1.00,0.21,-0.11,0,1.00,0.10,-0.07,0,3.720,3.680,-2.020,0,809.8970000,13.1400000,-12.7330000
Kepler-1073 c,0,4.02582254,0.00001484,-0.00001484,0,0.048300,,,0,0.146,0.030,-0.016,0,0.01050,,,0,M-R relationship,4.150000,,,0,0.000000,,,0,,1.00,0.21,-0.11,0,1.00,0.10,-0.07,0,3.720,3.680,-2.020,0,809.8970000,13.1400000,-12.7330000
Kepler-1073 d,0,2.50476003,,,0,0.035200,,,0,0.133,,,0,0.00887,,,0,M-R relationship,4.710000,,,0,0.000000,,,0,,1.12,0.17,-0.19,0,0.92,0.06,-0.04,0,3.720,3.680,-2.020,0,809.8970000,13.1400000,-12.7330000
Kepler-1074 b,0,5.94566534,0.00001443,-0.00001443,0,0.053600,,,0,0.112,0.021,-0.008,0,0.00660,,,0,M-R relationship,5.910000,,,0,0.000000,,,0,,0.57,0.02,-0.02,0,0.60,0.02,-0.03,0,3.550,5.120,-1.860,0,250.8170000,1.4740000,-1.4740000
Kepler-1075 b,0,1.52372816,0.00000270,-0.00000270,0,0.020800,,,0,0.127,0.014,-0.029,0,0.00819,,,0,M-R relationship,4.990000,,,0,0.000000,,,0,,0.54,0.02,-0.03,0,0.56,0.03,-0.03,0,2.950,4.340,-1.400,0,291.2750000,4.9870000,-4.8240000
Kepler-1076 b,0,6.14727918,0.00002112,-0.00002112,0,0.061100,,,0,0.071,0.004,-0.003,0,0.00137,,,0,M-R relationship,4.690000,,,0,0.000000,,,0,,0.74,0.01,-0.02,0,0.79,0.03,-0.04,0,3.720,3.920,-1.930,0,199.0000000,4.6760000,-5.6770000
Kepler-1077 b,0,34.35118740,0.00015030,-0.00015030,0,0.210100,,,0,0.247,0.062,-0.029,0,0.02550,,,0,M-R relationship,2.090000,,,0,0.000000,,,0,,1.02,0.23,-0.09,0,1.02,0.06,-0.05,0,4.170,3.160,-2.400,0,1101.4200000,28.4100000,-28.4100000
Kepler-1078 b,0,3.00725242,0.00001242,-0.00001242,0,0.038800,,,0,0.170,0.027,-0.029,0,0.01340,,,0,M-R relationship,3.420000,,,0,0.000000,,,0,,0.92,0.12,-0.07,0,0.94,0.05,-0.05,0,4.370,5.080,-2.640,0,2481.7100000,246.1550000,-246.1550000
Kepler-1079 b,0,13.24503188,0.00004886,-0.00004886,0,0.109200,,,0,0.145,0.029,-0.025,0,0.01040,,,0,M-R relationship,4.170000,,,0,0.000000,,,0,,1.36,0.27,-0.23,0,1.08,0.12,-0.06,0,6.610,2.220,-2.200,0,591.0980000,,
Kepler-108 b,0,49.18392100,0.00005400,-0.00005400,0,0.292000,,,0,0.772,0.043,-0.043,0,0.17600,,,0,M-R relationship,0.475000,,,0,0.220000,0.190000,-0.120000,0,,2.19,0.12,-0.12,0,1.25,0.08,-0.07,0,3.890,1.100,-0.400,0,338.7320000,,
Kepler-108 c,0,190.32349400,0.00098800,-0.00098800,0,0.721000,,,0,0.730,0.045,-0.045,0,0.16000,,,0,M-R relationship,0.511000,,,0,0.040000,0.190000,-0.040000,0,,2.19,0.12,-0.12,0,1.25,0.08,-0.07,0,3.890,1.100,-0.400,0,338.7320000,,
Kepler-1080 b,0,77.25483960,0.00031980,-0.00031980,0,0.378100,,,0,0.293,0.101,-0.045,0,0.03390,,,0,M-R relationship,1.680000,,,0,0.000000,,,0,,1.16,0.40,-0.14,0,1.10,0.10,-0.06,0,3.890,1.700,-2.020,0,1382.8200000,26.6100000,-26.6100000
Kepler-1081 b,0,3.85691855,0.00000966,-0.00000966,0,0.046600,,,0,0.090,0.009,-0.006,0,0.00317,,,0,M-R relationship,5.390000,,,0,0.000000,,,0,,0.84,0.07,-0.05,0,0.88,0.04,-0.04,0,4.680,6.830,-2.950,0,420.2150000,2.7760000,-2.7760000
Kepler-1082 b,0,1.54320660,0.00000454,-0.00000454,0,0.025700,,,0,0.100,0.016,-0.012,0,0.00459,,,0,M-R relationship,5.710000,,,0,0.000000,,,0,,1.14,0.18,-0.13,0,1.03,0.06,-0.06,0,5.750,1.400,-2.330,0,739.5570000,7.8000000,-7.6410000
Kepler-1083 b,0,33.41779930,0.00018540,-0.00018540,0,0.189900,,,0,0.300,0.014,-0.056,0,0.03540,,,0,M-R relationship,1.620000,,,0,0.000000,,,0,,0.77,0.03,-0.04,0,0.81,0.04,-0.04,0,4.680,5.750,-2.820,0,902.6330000,24.9990000,-23.7090000
Kepler-1084 b,0,2.05333679,0.00000413,-0.00000413,0,0.032400,,,0,0.099,0.021,-0.013,0,0.00444,,,0,M-R relationship,5.670000,,,0,0.000000,,,0,,1.28,0.27,-0.17,0,1.12,0.07,-0.06,0,4.070,1.000,-1.460,0,405.5330000,5.6210000,-5.4720000
Kepler-1085 b,0,219.32175280,0.00089460,-0.00089460,0,0.739100,,,0,0.644,0.158,-0.066,0,0.13000,,,0,M-R relationship,0.602000,,,0,0.000000,,,0,,1.14,0.31,-0.11,0,1.11,0.09,-0.06,0,3.390,1.500,-1.690,0,1364.5300000,45.2400000,-42.4700000
Kepler-1085 c,0,56.77710000,,,0,0.300200,,,0,0.292,,,0,0.03370,,,0,M-R relationship,1.680000,,,0,0.000000,,,0,,1.08,,,0,1.05,,,0,0.300,2.200,-2.200,0,1364.5300000,45.2400000,-42.4700000
Kepler-1086 b,0,18.78425728,0.00005283,-0.00005283,0,0.119800,,,0,0.218,0.031,-0.025,0,0.02050,,,0,M-R relationship,2.470000,,,0,0.000000,,,0,,0.66,0.01,-0.02,0,0.70,0.02,-0.03,0,2.880,5.260,-1.360,0,466.0840000,7.1780000,-7.1780000
Kepler-1086 c,0,161.51633450,0.00086290,-0.00086290,0,0.503000,,,0,0.262,0.010,-0.012,0,0.02820,,,0,M-R relationship,1.940000,,,0,0.000000,,,0,,0.66,0.01,-0.02,0,0.70,0.02,-0.03,0,2.880,5.260,-1.360,0,466.0840000,7.1780000,-7.1780000
Kepler-1087 b,0,0.69384285,0.00000159,-0.00000159,0,0.014800,,,0,0.054,0.015,-0.004,0,0.00052,,,0,M-R relationship,3.990000,,,0,0.000000,,,0,,0.94,0.26,-0.07,0,0.96,0.07,-0.06,0,3.550,5.320,-2.190,0,362.6230000,3.5080000,-3.4430000
Kepler-1088 b,0,23.12748644,0.00008919,-0.00008919,0,0.160200,,,0,0.127,0.010,-0.009,0,0.00819,,,0,M-R relationship,4.990000,,,0,0.000000,,,0,,1.08,0.08,-0.06,0,1.08,0.03,-0.03,0,3.020,1.580,-1.390,0,280.6290000,1.5750000,-1.5580000
Kepler-1089 b,0,5.13248562,0.00000948,-0.00000948,0,0.049700,,,0,0.163,0.009,-0.030,0,0.01260,,,0,M-R relationship,3.600000,,,0,0.000000,,,0,,0.49,0.03,-0.03,0,0.52,0.03,-0.03,0,3.720,5.260,-2.080,0,259.3280000,2.5380000,-2.4900000
Kepler-109 b,0,6.48163070,0.00000480,-0.00000480,0,0.070100,0.001900,-0.001900,0,0.222,0.010,-0.010,0,0.01542,,,1,Mass,1.700000,,,1,0.110000,,,1,,1.39,0.02,-0.02,0,1.09,0.09,-0.08,0,6.200,2.700,-2.200,0,474.8610000,5.3490000,-5.2330000
Kepler-109 c,0,21.22265000,0.00002700,-0.00002700,0,0.154600,0.004200,-0.004200,0,0.236,0.011,-0.011,0,0.02580,,,1,Mass,2.400000,,,1,0.098000,,,1,,1.39,0.02,-0.02,0,1.09,0.09,-0.08,0,6.200,2.700,-2.200,0,474.8610000,5.3490000,-5.2330000
Kepler-1090 b,0,198.68017900,0.00217600,-0.00217600,0,0.636400,,,0,0.201,0.019,-0.015,0,0.01790,,,0,M-R relationship,2.740000,,,0,0.000000,,,0,,0.82,0.07,-0.05,0,0.86,0.05,-0.05,0,4.370,6.130,-2.640,0,858.7700000,28.3600000,-26.6320000
Kepler-1090 c,0,42.42720032,,,0,0.227400,,,0,0.294,,,0,0.03420,,,0,M-R relationship,1.680000,,,0,0.000000,,,0,,1.01,0.16,-0.13,0,0.87,0.07,-0.04,0,14.000,3.500,-3.500,0,858.7700000,28.3600000,-26.6320000
Kepler-1091 b,0,1.43474156,0.00000327,-0.00000327,0,0.025200,,,0,0.130,0.032,-0.017,0,0.00859,,,0,M-R relationship,4.820000,,,0,0.000000,,,0,,1.03,0.25,-0.13,0,1.01,0.12,-0.08,0,3.470,3.500,-1.800,0,914.2990000,19.2360000,-18.4710000
Kepler-1092 b,0,58.60179250,0.00060060,-0.00060060,0,0.299600,,,0,0.185,0.033,-0.021,0,0.01550,,,0,M-R relationship,3.060000,,,0,0.000000,,,0,,1.00,0.18,-0.10,0,0.99,0.09,-0.07,0,3.800,3.020,-2.080,0,981.2330000,17.7585000,-17.7585000
Kepler-1093 b,0,25.08246260,0.00012110,-0.00012110,0,0.168500,,,0,0.174,0.055,-0.022,0,0.01400,,,0,M-R relationship,3.310000,,,0,0.000000,,,0,,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0,2.950,1.360,-1.260,0,1072.8800000,21.0850000,-21.0850000
Kepler-1093 c,0,89.72229200,0.00108000,-0.00108000,0,0.394000,,,0,0.175,0.064,-0.024,0,0.01420,,,0,M-R relationship,3.280000,,,0,0.000000,,,0,,1.20,0.38,-0.15,0,1.13,0.14,-0.09,0,2.950,1.360,-1.260,0,1072.8800000,21.0850000,-21.0850000
Kepler-1094 b,0,78.10002310,0.00063880,-0.00063880,0,0.362500,,,0,0.284,0.107,-0.041,0,0.03220,,,0,M-R relationship,1.740000,,,0,0.000000,,,0,,1.21,0.46,-0.17,0,1.14,0.16,-0.09,0,3.090,1.420,-1.400,0,1291.0100000,55.4000000,-55.4000000
Kepler-1095 b,0,4.27103091,0.00001480,-0.00001480,0,0.051400,,,0,0.108,0.018,-0.011,0,0.00606,,,0,M-R relationship,5.960000,,,0,0.000000,,,0,,0.92,0.14,-0.09,0,0.94,0.07,-0.07,0,4.470,4.430,-2.710,0,792.5220000,11.7885000,-11.7885000
Kepler-1096 b,0,2.89221751,0.00000600,-0.00000600,0,0.034000,,,0,0.111,0.033,-0.007,0,0.00651,,,0,M-R relationship,5.970000,,,0,0.000000,,,0,,0.63,0.02,-0.03,0,0.66,0.03,-0.03,0,3.800,5.300,-2.160,0,377.9760000,4.1455000,-4.1455000
Kepler-1097 b,0,187.74702900,0.00189400,-0.00189400,0,0.579100,,,0,0.291,0.023,-0.023,0,0.03360,,,0,M-R relationship,1.700000,,,0,0.000000,,,0,,0.79,0.05,-0.05,0,0.82,0.04,-0.06,0,4.900,6.120,-3.100,0,719.8020000,12.8380000,-12.4040000
Kepler-1098 b,0,2.54307286,0.00000959,-0.00000959,0,0.035800,,,0,0.116,0.021,-0.012,0,0.00705,,,0,M-R relationship,5.600000,,,0,0.000000,,,0,,0.99,0.18,-0.11,0,0.99,0.10,-0.07,0,3.980,3.150,-2.230,0,1049.1900000,22.3600000,-21.4600000
Kepler-1099 b,0,2.16845259,0.00000280,-0.00000280,0,0.033700,,,0,0.252,0.038,-0.045,0,0.02640,,,0,M-R relationship,2.040000,,,0,0.000000,,,0,,1.00,0.15,-0.08,0,1.01,0.05,-0.06,0,3.630,2.920,-1.960,0,1022.8000000,26.5400000,-25.2500000
Kepler-11 b,0,10.30390000,0.00060000,-0.00100000,0,0.091000,0.001000,-0.001000,0,0.161,0.003,-0.004,0,0.00600,0.00400,-0.00300,0,Mass,1.720000,1.250000,-0.910000,0,0.045000,0.068000,-0.042000,0,,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.500,1.100,-1.400,0,646.3460000,6.3750000,-6.3750000
Kepler-11 c,0,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.256,0.004,-0.005,0,0.00900,0.00900,-0.00500,0,Mass,0.660000,0.660000,-0.350000,0,0.026000,0.063000,-0.013000,0,,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.500,1.100,-1.400,0,646.3460000,6.3750000,-6.3750000
Kepler-11 d,0,22.68450000,0.00090000,-0.00090000,0,0.155000,0.001000,-0.001000,0,0.278,0.005,-0.006,0,0.02300,0.00300,-0.00500,0,Mass,1.280000,0.140000,-0.270000,0,0.004000,0.007000,-0.002000,0,,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.500,1.100,-1.400,0,646.3460000,6.3750000,-6.3750000
Kepler-11 e,0,31.99960000,0.00080000,-0.00120000,0,0.195000,0.002000,-0.002000,0,0.374,0.006,-0.008,0,0.02500,0.00500,-0.00700,0,Mass,0.580000,0.110000,-0.160000,0,0.012000,0.006000,-0.006000,0,,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.500,1.100,-1.400,0,646.3460000,6.3750000,-6.3750000
Kepler-11 f,0,46.68880000,0.00270000,-0.00320000,0,0.250000,0.002000,-0.002000,0,0.222,0.004,-0.006,0,0.00600,0.00300,-0.00300,0,Mass,0.690000,0.290000,-0.320000,0,0.013000,0.011000,-0.009000,0,,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.500,1.100,-1.400,0,646.3460000,6.3750000,-6.3750000
Kepler-11 g,0,118.38070000,0.00100000,-0.00060000,0,0.466000,0.004000,-0.004000,0,0.297,0.005,-0.007,0,0.07900,,,1,Mass,4.000000,,,1,0.150000,,,1,,1.06,0.02,-0.02,0,0.96,0.03,-0.03,0,8.500,1.100,-1.400,0,646.3460000,6.3750000,-6.3750000
Kepler-110 b,0,12.69111200,0.00003600,-0.00003600,0,0.107000,,,0,0.163,0.032,-0.032,0,0.01260,,,0,M-R relationship,3.600000,,,0,0.000000,,,0,,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,4.470,0.920,-1.090,0,586.5310000,8.2150000,-7.9950000
Kepler-110 c,0,31.71977500,0.00010400,-0.00010400,0,0.198000,,,0,0.197,0.039,-0.039,0,0.01740,,,0,M-R relationship,2.810000,,,0,0.000000,,,0,,1.15,0.23,-0.23,0,1.07,0.06,-0.06,0,4.470,0.920,-1.090,0,586.5310000,8.2150000,-7.9950000
Kepler-1100 b,0,6.42200058,0.00002182,-0.00002182,0,0.068400,,,0,0.156,0.073,-0.026,0,0.01170,,,0,M-R relationship,3.800000,,,0,0.000000,,,0,,1.34,0.63,-0.22,0,1.21,0.20,-0.11,0,2.690,1.100,-0.966,0,693.6180000,8.0345000,-8.0345000
Kepler-1101 b,0,81.31510590,0.00056930,-0.00056930,0,0.348300,,,0,0.220,0.033,-0.019,0,0.02100,,,0,M-R relationship,2.430000,,,0,0.000000,,,0,,0.91,0.13,-0.07,0,0.94,0.06,-0.06,0,4.270,4.540,-2.580,0,742.4730000,13.4840000,-13.4840000
Kepler-1102 b,0,51.32856230,0.00033260,-0.00033260,0,0.273100,,,0,0.237,0.047,-0.021,0,0.02380,,,0,M-R relationship,2.210000,,,0,0.000000,,,0,,0.94,0.14,-0.07,0,0.96,0.05,-0.07,0,4.370,3.880,-2.610,0,1246.0500000,30.8200000,-29.4000000
Kepler-1103 b,0,19.79191978,0.00009543,-0.00009543,0,0.147300,,,0,0.203,0.054,-0.024,0,0.01820,,,0,M-R relationship,2.710000,,,0,0.000000,,,0,,1.15,0.31,-0.13,0,1.11,0.10,-0.08,0,3.310,1.450,-1.620,0,1331.9200000,24.4400000,-23.5800000
Kepler-1104 b,0,5.03728015,0.00001378,-0.00001378,0,0.062800,,,0,0.110,0.012,-0.009,0,0.00642,,,0,M-R relationship,6.020000,,,0,0.000000,,,0,,1.41,0.15,-0.10,0,1.30,0.06,-0.05,0,2.040,0.576,-0.586,0,530.6580000,12.8370000,-12.2550000
Kepler-1105 b,0,4.42157218,0.00000977,-0.00000977,0,0.047100,,,0,0.179,0.005,-0.022,0,0.01480,,,0,M-R relationship,3.180000,,,0,0.000000,,,0,,0.68,0.01,-0.02,0,0.71,0.02,-0.03,0,8.710,3.910,-4.690,0,318.0040000,2.5170000,-2.4790000
Kepler-1106 b,0,1.25275217,0.00000215,-0.00000215,0,0.023900,,,0,0.147,0.044,-0.021,0,0.01060,,,0,M-R relationship,4.110000,,,0,0.000000,,,0,,1.17,0.34,-0.16,0,1.11,0.14,-0.09,0,3.090,1.730,-1.360,0,1090.7000000,23.9100000,-22.9200000
Kepler-1107 b,0,0.57103852,0.00000042,-0.00000042,0,0.012600,,,0,0.120,0.009,-0.007,0,0.00742,,,0,M-R relationship,5.390000,,,0,0.000000,,,0,,0.82,0.06,-0.04,0,0.86,0.04,-0.05,0,4.470,6.030,-2.700,0,428.7980000,4.2320000,-4.2320000
Kepler-1108 b,0,4.51005748,0.00001330,-0.00001330,0,0.051100,,,0,0.130,0.012,-0.010,0,0.00859,,,0,M-R relationship,4.820000,,,0,0.000000,,,0,,0.84,0.07,-0.06,0,0.88,0.05,-0.06,0,4.170,5.580,-2.570,0,767.7010000,14.0120000,-13.5270000
Kepler-1109 b,0,37.64673840,0.00021200,-0.00021200,0,0.246600,,,0,0.195,0.039,-0.021,0,0.01710,,,0,M-R relationship,2.840000,,,0,0.000000,,,0,,1.06,0.21,-0.11,0,1.05,0.07,-0.07,0,3.800,2.600,-2.110,0,685.0870000,10.1045000,-10.1045000
Kepler-111 b,0,3.34181500,0.00000600,-0.00000600,0,0.046000,,,0,0.141,0.018,-0.018,0,0.00982,,,0,M-R relationship,4.350000,,,0,0.000000,,,0,,1.16,0.14,-0.14,0,1.17,0.03,-0.03,0,2.300,1.100,-1.100,0,657.2230000,6.0140000,-5.9080000
Kepler-111 c,0,224.78460800,0.00041100,-0.00041100,0,0.761000,,,0,0.651,0.081,-0.081,0,0.13200,,,0,M-R relationship,0.593000,,,0,0.000000,,,0,,1.16,0.14,-0.14,0,1.17,0.03,-0.03,0,2.300,1.100,-1.100,0,657.2230000,6.0140000,-5.9080000
Kepler-1110 b,0,9.69312032,0.00003024,-0.00003024,0,0.075400,,,0,0.237,0.034,-0.023,0,0.02380,,,0,M-R relationship,2.210000,,,0,0.000000,,,0,,0.70,0.04,-0.05,0,0.73,0.05,-0.05,0,4.790,5.900,-2.860,0,726.8280000,17.0490000,-17.0490000
Kepler-1111 b,0,8.79617863,0.00002970,-0.00002970,0,0.087200,,,0,0.178,0.048,-0.023,0,0.01470,,,0,M-R relationship,3.200000,,,0,0.000000,,,0,,1.15,0.31,-0.15,0,1.10,0.13,-0.09,0,3.160,1.680,-1.400,0,841.5360000,15.7590000,-15.7590000
Kepler-1112 b,0,14.36267939,0.00005701,-0.00005701,0,0.123900,,,0,0.269,0.114,-0.046,0,0.02950,,,0,M-R relationship,1.870000,,,0,0.000000,,,0,,1.54,0.65,-0.26,0,1.34,0.21,-0.13,0,2.090,0.633,-0.493,0,1671.2800000,66.1450000,-66.1450000
